city,country,Gender,Date,Card Type,Exp Type,amount,day_name,holiday_name,holiday_type
Lucknow," India",Female,2013-10-09,Silver,Entertainment,35817,Wednesday,,
Jaipur," India",Female,2014-01-24,Gold,Fuel,178167,"Friday   ",,
Kanpur," India",Male,2013-12-23,Gold,Food,158404,"Monday   ",,
Kanpur," India",Male,2014-02-15,Silver,Grocery,131975,"Saturday ",,
Hyderabad," India",Male,2015-03-21,Platinum,Grocery,148125,"Saturday ","March Equinox",Season
Hyderabad," India",Male,2015-03-21,Platinum,Grocery,148125,"Saturday ","Gudi Padwa","Restricted Holiday"
Hyderabad," India",Male,2015-03-21,Platinum,Grocery,148125,"Saturday ",Ugadi,"Restricted Holiday"
Hyderabad," India",Male,2015-03-21,Platinum,Grocery,148125,"Saturday ","Chaitra Sukhladi","Restricted Holiday"
Kolkata," India",Male,2014-02-03,Signature,Grocery,168354,"Monday   ",,
Jaipur," India",Male,2013-12-10,Platinum,Entertainment,237269,"Tuesday  ",,
Jaipur," India",Male,2014-09-07,Signature,Food,252372,"Sunday   ",,
Pune," India",Male,2014-09-01,Gold,Food,105097,"Monday   ",,
Lucknow," India",Female,2014-06-17,Signature,Grocery,114872,"Tuesday  ",,
Kanpur," India",Male,2013-11-10,Gold,Bills,200253,"Sunday   ",,
Surat," India",Male,2015-02-05,Platinum,Grocery,251058,"Thursday ",,
Surat," India",Male,2015-05-16,Silver,Grocery,237658,"Saturday ",,
Pune," India",Male,2013-11-05,Silver,Grocery,250675,"Tuesday  ","Bhai Duj","Restricted Holiday"
Surat," India",Male,2014-04-09,Platinum,Grocery,114049,Wednesday,,
Kanpur," India",Female,2014-09-19,Gold,Entertainment,228384,"Friday   ",,
Hyderabad," India",Female,2014-10-06,Gold,Bills,262466,"Monday   ",Bakrid,"Gazetted Holiday"
Lucknow," India",Male,2013-12-10,Silver,Entertainment,191438,"Tuesday  ",,
Hyderabad," India",Male,2015-03-27,Gold,Bills,72846,"Friday   ",,
Kanpur," India",Male,2013-11-12,Signature,Entertainment,71285,"Tuesday  ",,
Lucknow," India",Male,2015-03-05,Platinum,Fuel,166189,"Thursday ","Holika Dahana","Restricted Holiday"
Surat," India",Male,2015-02-19,Platinum,Bills,239884,"Thursday ","Lunar New Year",Observance
Surat," India",Male,2015-02-19,Platinum,Bills,239884,"Thursday ","Shivaji Jayanti","Restricted Holiday"
Pune," India",Female,2014-02-19,Platinum,Food,202003,Wednesday,"Shivaji Jayanti","Restricted Holiday"
Kanpur," India",Female,2015-03-18,Silver,Food,178702,Wednesday,,
Hyderabad," India",Female,2014-08-29,Gold,Bills,77995,"Friday   ","Ganesh Chaturthi/Vinayaka Chaturthi","Restricted Holiday"
Kolkata," India",Female,2013-12-24,Gold,Entertainment,132164,"Tuesday  ","Christmas Eve","Restricted Holiday"
Jaipur," India",Female,2015-01-10,Platinum,Food,77817,"Saturday ",,
Pune," India",Male,2014-07-14,Signature,Bills,55728,"Monday   ",,
Hyderabad," India",Male,2014-05-10,Gold,Bills,119284,"Saturday ",,
Pune," India",Female,2014-02-12,Silver,Fuel,72955,Wednesday,,
Kanpur," India",Male,2015-05-19,Signature,Entertainment,212581,"Tuesday  ",,
Jaipur," India",Male,2013-12-13,Platinum,Fuel,286475,"Friday   ",,
Hyderabad," India",Male,2013-12-25,Signature,Entertainment,47816,Wednesday,Christmas,"Gazetted Holiday"
Kolkata," India",Female,2013-10-11,Gold,Fuel,208003,"Friday   ","Maha Saptami","Restricted Holiday"
Chennai," India",Male,2014-10-12,Silver,Entertainment,294161,"Sunday   ",,
Chennai," India",Male,2013-12-15,Signature,Entertainment,95373,"Sunday   ",,
Kanpur," India",Female,2014-02-19,Platinum,Bills,174210,Wednesday,"Shivaji Jayanti","Restricted Holiday"
Kanpur," India",Female,2014-08-19,Platinum,Food,52143,"Tuesday  ",,
Kolkata," India",Female,2014-04-07,Platinum,Entertainment,70720,"Monday   ",,
Chennai," India",Female,2015-02-09,Silver,Food,240884,"Monday   ",,
Hyderabad," India",Male,2014-09-27,Silver,Fuel,232488,"Saturday ",,
Jaipur," India",Female,2013-11-13,Silver,Fuel,270366,Wednesday,,
Lucknow," India",Female,2014-11-16,Gold,Bills,232478,"Sunday   ",,
Pune," India",Female,2013-12-13,Platinum,Food,35817,"Friday   ",,
Kanpur," India",Female,2013-11-26,Silver,Grocery,72265,"Tuesday  ",,
Kolkata," India",Female,2014-04-27,Silver,Fuel,156389,"Sunday   ",,
Jaipur," India",Male,2015-04-25,Gold,Grocery,226203,"Saturday ",,
Kanpur," India",Female,2014-11-24,Platinum,Food,164500,"Monday   ","Guru Tegh Bahadur's Martyrdom Day","Restricted Holiday"
Jaipur," India",Male,2015-02-21,Gold,Fuel,45909,"Saturday ",,
Hyderabad," India",Male,2014-09-27,Signature,Grocery,292919,"Saturday ",,
Kanpur," India",Female,2014-09-28,Platinum,Fuel,298327,"Sunday   ",,
Kolkata," India",Male,2014-06-27,Platinum,Entertainment,66680,"Friday   ",,
Chennai," India",Female,2014-07-16,Signature,Bills,79348,Wednesday,,
Chennai," India",Female,2014-07-02,Silver,Grocery,233213,Wednesday,,
Kolkata," India",Female,2014-10-11,Signature,Food,233557,"Saturday ","Karaka Chaturthi (Karva Chauth)","Restricted Holiday"
Chennai," India",Male,2013-11-25,Silver,Entertainment,122302,"Monday   ",,
Lucknow," India",Female,2014-05-10,Silver,Food,286811,"Saturday ",,
Surat," India",Female,2014-07-20,Signature,Entertainment,278595,"Sunday   ",,
Hyderabad," India",Male,2014-11-08,Signature,Grocery,247964,"Saturday ",,
Jaipur," India",Male,2014-02-22,Signature,Fuel,206640,"Saturday ",,
Jaipur," India",Female,2014-06-05,Silver,Bills,84718,"Thursday ",,
Lucknow," India",Male,2013-10-15,Signature,Bills,25229,"Tuesday  ",,
Kolkata," India",Male,2014-04-23,Platinum,Food,153128,Wednesday,,
Hyderabad," India",Female,2014-01-24,Gold,Fuel,169876,"Friday   ",,
Pune," India",Male,2015-04-03,Silver,Entertainment,226935,"Friday   ","Good Friday","Gazetted Holiday"
Hyderabad," India",Female,2013-11-29,Gold,Food,107172,"Friday   ",,
Hyderabad," India",Female,2014-05-30,Gold,Food,87290,"Friday   ",,
Jaipur," India",Female,2015-02-17,Signature,Entertainment,273788,"Tuesday  ","Maha Shivaratri/Shivaratri","Gazetted Holiday"
Pune," India",Male,2015-02-12,Platinum,Entertainment,279466,"Thursday ",,
Kolkata," India",Female,2014-12-11,Silver,Fuel,89081,"Thursday ",,
Hyderabad," India",Female,2014-04-09,Platinum,Food,105208,Wednesday,,
Chennai," India",Male,2014-11-19,Signature,Entertainment,245428,Wednesday,,
Jaipur," India",Female,2015-02-22,Platinum,Fuel,35071,"Sunday   ",,
Pune," India",Male,2013-10-28,Silver,Fuel,131392,"Monday   ",,
Kolkata," India",Female,2015-01-04,Silver,Bills,139187,"Sunday   ","Milad un-Nabi","Gazetted Holiday"
Lucknow," India",Female,2014-02-26,Gold,Grocery,80724,Wednesday,,
Surat," India",Female,2015-05-17,Gold,Food,145049,"Sunday   ",,
Kolkata," India",Male,2014-05-01,Platinum,Bills,29517,"Thursday ","International Worker's Day",Observance
Pune," India",Female,2015-03-24,Signature,Entertainment,22845,"Tuesday  ",,
Lucknow," India",Female,2013-10-18,Silver,Bills,87760,"Friday   ","Maharishi Valmiki Jayanti","Restricted Holiday"
Pune," India",Male,2014-11-29,Signature,Grocery,117989,"Saturday ",,
Jaipur," India",Female,2014-07-09,Silver,Bills,265290,Wednesday,,
Lucknow," India",Male,2013-10-13,Gold,Bills,261694,"Sunday   ",Dussehra,"Gazetted Holiday"
Surat," India",Male,2014-07-14,Silver,Entertainment,264493,"Monday   ",,
Chennai," India",Male,2014-12-23,Gold,Grocery,65902,"Tuesday  ",,
Kanpur," India",Male,2014-09-22,Signature,Grocery,184040,"Monday   ",,
Pune," India",Female,2013-12-21,Gold,Fuel,177391,"Saturday ","December Solstice",Season
Surat," India",Female,2014-07-06,Platinum,Fuel,273944,"Sunday   ",,
Lucknow," India",Male,2013-11-19,Silver,Bills,28663,"Tuesday  ",,
Pune," India",Male,2014-05-10,Silver,Bills,38793,"Saturday ",,
Kolkata," India",Male,2015-01-09,Signature,Fuel,184435,"Friday   ",,
Chennai," India",Male,2014-03-04,Signature,Bills,128097,"Tuesday  ",,
Kolkata," India",Female,2014-04-29,Platinum,Entertainment,151477,"Tuesday  ",,
Kanpur," India",Male,2014-08-18,Platinum,Fuel,82645,"Monday   ","Parsi New Year","Restricted Holiday"
Kanpur," India",Male,2014-08-18,Platinum,Fuel,82645,"Monday   ",Janmashtami,"Gazetted Holiday"
Jaipur," India",Male,2015-04-13,Signature,Bills,187442,"Monday   ",,
Surat," India",Male,2015-05-04,Platinum,Fuel,94664,"Monday   ","Buddha Purnima/Vesak","Gazetted Holiday"
Kanpur," India",Male,2015-01-14,Signature,Food,55325,Wednesday,,
Chennai," India",Male,2015-03-02,Gold,Grocery,242096,"Monday   ",,
Jaipur," India",Female,2014-06-11,Signature,Entertainment,32749,Wednesday,,
Pune," India",Male,2015-01-08,Signature,Food,257346,"Thursday ",,
Kanpur," India",Male,2015-01-25,Signature,Fuel,67213,"Sunday   ",,
Jaipur," India",Female,2014-07-23,Signature,Bills,16855,Wednesday,,
Hyderabad," India",Male,2013-12-13,Platinum,Entertainment,65390,"Friday   ",,
Chennai," India",Male,2015-01-12,Gold,Entertainment,189004,"Monday   ",,
Kolkata," India",Female,2014-06-14,Gold,Bills,161244,"Saturday ",,
Surat," India",Male,2015-05-24,Gold,Grocery,100687,"Sunday   ",,
Chennai," India",Female,2014-02-21,Platinum,Grocery,169548,"Friday   ",,
Surat," India",Female,2013-12-30,Silver,Entertainment,149188,"Monday   ",,
Chennai," India",Male,2014-11-05,Signature,Fuel,163661,Wednesday,,
Kolkata," India",Male,2015-02-28,Platinum,Food,264403,"Saturday ",,
Kolkata," India",Female,2014-09-23,Signature,Fuel,295232,"Tuesday  ","September Equinox",Season
Hyderabad," India",Female,2014-04-07,Platinum,Bills,289932,"Monday   ",,
Lucknow," India",Female,2014-07-01,Gold,Bills,134151,"Tuesday  ",,
Jaipur," India",Female,2015-02-28,Signature,Grocery,294848,"Saturday ",,
Kanpur," India",Male,2015-03-05,Gold,Grocery,188543,"Thursday ","Holika Dahana","Restricted Holiday"
Surat," India",Male,2013-11-05,Silver,Food,145588,"Tuesday  ","Bhai Duj","Restricted Holiday"
Jaipur," India",Female,2014-10-09,Platinum,Fuel,98436,"Thursday ",,
Jaipur," India",Female,2015-03-18,Platinum,Grocery,267162,Wednesday,,
Kanpur," India",Female,2013-12-28,Signature,Grocery,143945,"Saturday ",,
Hyderabad," India",Female,2014-11-01,Silver,Bills,144528,"Saturday ",,
Lucknow," India",Male,2014-11-13,Signature,Food,191664,"Thursday ",,
Hyderabad," India",Female,2013-11-13,Platinum,Entertainment,85156,Wednesday,,
Hyderabad," India",Male,2014-02-19,Gold,Food,82758,Wednesday,"Shivaji Jayanti","Restricted Holiday"
Pune," India",Male,2014-03-30,Silver,Fuel,223027,"Sunday   ",,
Hyderabad," India",Female,2014-07-19,Gold,Entertainment,71939,"Saturday ",,
Chennai," India",Male,2014-04-19,Platinum,Entertainment,253584,"Saturday ",,
Jaipur," India",Male,2015-04-05,Platinum,Grocery,61591,"Sunday   ","Easter Day","Restricted Holiday"
Pune," India",Male,2014-04-16,Silver,Food,78138,Wednesday,,
Chennai," India",Male,2013-10-26,Signature,Entertainment,44048,"Saturday ",,
Surat," India",Male,2015-01-06,Silver,Fuel,1180,"Tuesday  ",,
Jaipur," India",Male,2015-01-02,Signature,Bills,65072,"Friday   ",,
Kolkata," India",Male,2015-05-12,Silver,Fuel,283229,"Tuesday  ",,
Surat," India",Female,2014-11-08,Gold,Food,221894,"Saturday ",,
Jaipur," India",Male,2013-11-04,Gold,Grocery,190527,"Monday   ","Govardhan Puja","Restricted Holiday"
Jaipur," India",Male,2014-05-14,Platinum,Grocery,46026,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
Pune," India",Female,2015-02-19,Platinum,Entertainment,33415,"Thursday ","Lunar New Year",Observance
Pune," India",Female,2015-02-19,Platinum,Entertainment,33415,"Thursday ","Shivaji Jayanti","Restricted Holiday"
Jaipur," India",Male,2015-01-16,Gold,Grocery,31393,"Friday   ",,
Jaipur," India",Female,2015-03-19,Platinum,Food,260671,"Thursday ",,
Pune," India",Female,2014-05-08,Signature,Fuel,272935,"Thursday ",,
Surat," India",Male,2014-04-05,Gold,Food,134496,"Saturday ",,
Kanpur," India",Female,2014-03-25,Signature,Food,52533,"Tuesday  ",,
Jaipur," India",Female,2014-08-24,Platinum,Fuel,46487,"Sunday   ",,
Chennai," India",Female,2014-06-07,Platinum,Grocery,220530,"Saturday ",,
Kanpur," India",Female,2014-12-02,Signature,Food,106203,"Tuesday  ",,
Lucknow," India",Male,2014-12-15,Signature,Bills,26335,"Monday   ",,
Kanpur," India",Female,2014-12-21,Gold,Entertainment,274189,"Sunday   ",,
Lucknow," India",Female,2014-10-15,Silver,Entertainment,88287,Wednesday,,
Hyderabad," India",Male,2015-04-19,Platinum,Entertainment,46103,"Sunday   ",,
Jaipur," India",Female,2014-03-27,Gold,Bills,174222,"Thursday ",,
Kolkata," India",Female,2014-06-19,Signature,Fuel,151830,"Thursday ",,
Jaipur," India",Male,2013-11-11,Gold,Fuel,11469,"Monday   ",,
Surat," India",Male,2013-11-04,Silver,Grocery,288551,"Monday   ","Govardhan Puja","Restricted Holiday"
Pune," India",Male,2013-11-24,Signature,Food,265715,"Sunday   ","Guru Tegh Bahadur's Martyrdom Day","Restricted Holiday"
Surat," India",Male,2014-04-02,Gold,Entertainment,222699,Wednesday,,
Jaipur," India",Female,2014-10-20,Signature,Fuel,121385,"Monday   ",,
Surat," India",Female,2014-07-14,Signature,Entertainment,125378,"Monday   ",,
Kolkata," India",Male,2014-01-11,Platinum,Grocery,219028,"Saturday ",,
Surat," India",Female,2015-02-23,Platinum,Bills,38113,"Monday   ",,
Surat," India",Female,2014-06-09,Platinum,Bills,186318,"Monday   ",,
Kolkata," India",Female,2014-08-02,Signature,Food,216248,"Saturday ",,
Surat," India",Female,2015-04-23,Platinum,Bills,176470,"Thursday ",,
Kolkata," India",Male,2014-08-09,Gold,Bills,209265,"Saturday ",,
Pune," India",Male,2014-10-14,Platinum,Food,6852,"Tuesday  ",,
Kolkata," India",Female,2015-02-04,Platinum,Fuel,211067,Wednesday,,
Pune," India",Male,2015-02-28,Signature,Grocery,99139,"Saturday ",,
Kolkata," India",Female,2015-04-06,Signature,Entertainment,103073,"Monday   ",,
Lucknow," India",Male,2015-01-09,Silver,Grocery,226562,"Friday   ",,
Kanpur," India",Female,2014-06-28,Silver,Fuel,116018,"Saturday ",,
Chennai," India",Male,2015-01-09,Gold,Bills,101316,"Friday   ",,
Kolkata," India",Female,2014-11-09,Silver,Grocery,125130,"Sunday   ",,
Jaipur," India",Male,2014-04-28,Silver,Fuel,253056,"Monday   ",,
Jaipur," India",Female,2013-10-05,Signature,Bills,92598,"Saturday ","First Day of Sharad Navratri","Observance, Hinduism"
Jaipur," India",Male,2014-05-08,Gold,Bills,177576,"Thursday ",,
Hyderabad," India",Female,2013-12-23,Silver,Food,7114,"Monday   ",,
Pune," India",Male,2014-07-03,Platinum,Food,58809,"Thursday ",,
Chennai," India",Male,2015-01-15,Platinum,Entertainment,277115,"Thursday ","Makar Sankranti","Restricted Holiday"
Chennai," India",Male,2015-01-15,Platinum,Entertainment,277115,"Thursday ",Pongal,"Restricted Holiday"
Lucknow," India",Male,2014-10-07,Silver,Bills,93816,"Tuesday  ",,
Pune," India",Male,2014-02-27,Signature,Food,124224,"Thursday ","Maha Shivaratri/Shivaratri","Gazetted Holiday"
Surat," India",Male,2013-12-15,Signature,Bills,128784,"Sunday   ",,
Kolkata," India",Female,2014-02-08,Signature,Entertainment,291796,"Saturday ",,
Kolkata," India",Male,2013-12-25,Platinum,Food,67808,Wednesday,Christmas,"Gazetted Holiday"
Pune," India",Female,2015-03-26,Platinum,Fuel,133876,"Thursday ",,
Surat," India",Male,2014-12-07,Signature,Grocery,296616,"Sunday   ",,
Pune," India",Female,2014-05-05,Gold,Entertainment,91174,"Monday   ",,
Pune," India",Female,2014-11-19,Signature,Fuel,67410,Wednesday,,
Hyderabad," India",Male,2014-08-28,Platinum,Bills,106129,"Thursday ",,
Surat," India",Male,2014-04-21,Signature,Food,230770,"Monday   ",,
Kolkata," India",Male,2015-03-07,Platinum,Entertainment,294472,"Saturday ",,
Chennai," India",Female,2015-02-20,Silver,Grocery,133413,"Friday   ",,
Pune," India",Male,2014-05-28,Platinum,Entertainment,77506,Wednesday,,
Chennai," India",Male,2014-01-04,Platinum,Food,160848,"Saturday ",,
Pune," India",Female,2014-04-05,Platinum,Bills,103579,"Saturday ",,
Jaipur," India",Female,2015-02-20,Gold,Grocery,22287,"Friday   ",,
Kanpur," India",Female,2014-04-21,Platinum,Food,107861,"Monday   ",,
Kanpur," India",Female,2014-06-08,Gold,Fuel,97431,"Sunday   ",,
Kanpur," India",Female,2014-02-13,Platinum,Fuel,66981,"Thursday ",,
Kanpur," India",Male,2014-11-12,Platinum,Bills,33077,Wednesday,,
Chennai," India",Male,2014-07-31,Platinum,Entertainment,134050,"Thursday ",,
Lucknow," India",Female,2013-11-22,Platinum,Fuel,111329,"Friday   ",,
Jaipur," India",Male,2014-02-15,Signature,Bills,130914,"Saturday ",,
Pune," India",Female,2014-12-12,Signature,Grocery,33424,"Friday   ",,
Hyderabad," India",Female,2014-09-24,Signature,Fuel,9543,Wednesday,,
Chennai," India",Female,2013-10-04,Gold,Fuel,76211,"Friday   ",,
Surat," India",Male,2015-04-12,Gold,Food,286521,"Sunday   ",,
Surat," India",Male,2013-12-19,Platinum,Fuel,254521,"Thursday ",,
Surat," India",Male,2013-12-07,Gold,Food,152804,"Saturday ",,
Kolkata," India",Male,2013-10-10,Signature,Entertainment,110799,"Thursday ","First Day of Durga Puja Festivities","Observance, Hinduism"
Lucknow," India",Male,2013-11-10,Signature,Fuel,202441,"Sunday   ",,
Kanpur," India",Male,2015-02-21,Platinum,Grocery,16625,"Saturday ",,
Jaipur," India",Female,2014-03-06,Signature,Fuel,114529,"Thursday ",,
Jaipur," India",Male,2014-04-30,Platinum,Food,278405,Wednesday,,
Kolkata," India",Female,2015-02-09,Platinum,Food,25741,"Monday   ",,
Lucknow," India",Female,2014-12-05,Gold,Bills,299525,"Friday   ",,
Jaipur," India",Female,2014-03-07,Gold,Fuel,3967,"Friday   ",,
Chennai," India",Female,2014-07-15,Signature,Entertainment,273354,"Tuesday  ",,
Kanpur," India",Female,2014-11-19,Gold,Bills,178309,Wednesday,,
Jaipur," India",Male,2014-02-25,Silver,Fuel,237454,"Tuesday  ",,
Lucknow," India",Female,2014-05-23,Signature,Bills,169177,"Friday   ",,
Lucknow," India",Male,2014-10-06,Signature,Bills,259968,"Monday   ",Bakrid,"Gazetted Holiday"
Hyderabad," India",Female,2015-03-15,Platinum,Bills,212704,"Sunday   ",,
Chennai," India",Male,2014-11-29,Signature,Bills,103541,"Saturday ",,
Pune," India",Male,2015-05-10,Gold,Food,242068,"Sunday   ","Mother’s Day",Observance
Chennai," India",Female,2014-03-13,Platinum,Bills,113203,"Thursday ",,
Chennai," India",Male,2014-10-18,Platinum,Fuel,39799,"Saturday ",,
Kanpur," India",Female,2014-11-03,Gold,Grocery,233106,"Monday   ",,
Kanpur," India",Female,2014-01-24,Platinum,Bills,62524,"Friday   ",,
Pune," India",Female,2014-09-26,Silver,Entertainment,147308,"Friday   ",,
Kanpur," India",Male,2013-12-21,Silver,Fuel,97367,"Saturday ","December Solstice",Season
Surat," India",Female,2013-10-05,Platinum,Bills,8478,"Saturday ","First Day of Sharad Navratri","Observance, Hinduism"
Jaipur," India",Female,2014-05-27,Gold,Bills,83619,"Tuesday  ",,
Surat," India",Male,2014-03-18,Platinum,Food,85456,"Tuesday  ",,
Hyderabad," India",Female,2014-12-01,Platinum,Grocery,247258,"Monday   ",,
Pune," India",Female,2015-02-15,Platinum,Entertainment,150018,"Sunday   ",,
Lucknow," India",Female,2015-04-28,Gold,Fuel,73347,"Tuesday  ",,
Chennai," India",Male,2015-01-09,Signature,Fuel,112978,"Friday   ",,
Lucknow," India",Female,2014-03-28,Signature,Grocery,70439,"Friday   ",,
Lucknow," India",Male,2015-03-22,Platinum,Food,184980,"Sunday   ",,
Chennai," India",Female,2013-10-24,Platinum,Entertainment,108919,"Thursday ",,
Pune," India",Female,2014-05-23,Gold,Food,212886,"Friday   ",,
Hyderabad," India",Female,2015-03-05,Silver,Entertainment,204579,"Thursday ","Holika Dahana","Restricted Holiday"
Lucknow," India",Male,2014-08-11,Silver,Fuel,285667,"Monday   ",,
Hyderabad," India",Female,2014-03-22,Gold,Fuel,159300,"Saturday ",,
Lucknow," India",Male,2013-11-01,Platinum,Bills,191160,"Friday   ",,
Chennai," India",Female,2015-04-11,Silver,Food,59048,"Saturday ",,
Chennai," India",Male,2014-11-29,Gold,Entertainment,76113,"Saturday ",,
Jaipur," India",Female,2015-02-25,Platinum,Entertainment,150261,Wednesday,,
Chennai," India",Male,2013-10-09,Platinum,Grocery,220450,Wednesday,,
Lucknow," India",Male,2014-11-04,Platinum,Fuel,36939,"Tuesday  ",Muharram/Ashura,"Gazetted Holiday"
Kanpur," India",Female,2014-07-16,Gold,Grocery,183956,Wednesday,,
Jaipur," India",Male,2015-01-30,Signature,Fuel,175630,"Friday   ",,
Jaipur," India",Female,2014-06-10,Signature,Entertainment,233522,"Tuesday  ",,
Hyderabad," India",Female,2014-09-22,Platinum,Bills,137924,"Monday   ",,
Kanpur," India",Female,2013-11-23,Signature,Grocery,132071,"Saturday ",,
Surat," India",Female,2014-05-14,Platinum,Fuel,240146,Wednesday,"Buddha Purnima/Vesak","Gazetted Holiday"
Jaipur," India",Male,2014-01-14,Gold,Entertainment,259391,"Tuesday  ","Milad un-Nabi","Gazetted Holiday"
Jaipur," India",Male,2014-01-14,Gold,Entertainment,259391,"Tuesday  ","Makar Sankranti","Restricted Holiday"
Jaipur," India",Male,2014-01-14,Gold,Entertainment,259391,"Tuesday  ",Pongal,"Restricted Holiday"
Kolkata," India",Male,2014-12-20,Platinum,Fuel,53473,"Saturday ",,
Jaipur," India",Female,2015-01-19,Silver,Fuel,99041,"Monday   ",,
Kolkata," India",Male,2014-09-29,Platinum,Bills,109250,"Monday   ",,
Jaipur," India",Female,2014-04-08,Gold,Grocery,219064,"Tuesday  ","Rama Navami","Gazetted Holiday"
Pune," India",Male,2014-09-30,Gold,Grocery,58101,"Tuesday  ","First Day of Durga Puja Festivities","Observance, Hinduism"
Pune," India",Female,2014-09-16,Signature,Fuel,225513,"Tuesday  ",,
Lucknow," India",Male,2014-12-14,Silver,Fuel,98862,"Sunday   ",,
Pune," India",Female,2014-03-25,Signature,Food,264881,"Tuesday  ",,
Kolkata," India",Male,2014-06-04,Silver,Grocery,95486,Wednesday,,
Chennai," India",Male,2014-07-13,Platinum,Food,29335,"Sunday   ",,
Pune," India",Male,2014-04-14,Platinum,Entertainment,57148,"Monday   ","Ambedkar Jayanti",Observance
Pune," India",Male,2014-04-14,Platinum,Entertainment,57148,"Monday   ",Vaisakhi,"Restricted Holiday"
Surat," India",Male,2014-11-16,Platinum,Grocery,142619,"Sunday   ",,
Chennai," India",Male,2014-02-08,Signature,Grocery,279335,"Saturday ",,
Surat," India",Male,2014-08-02,Platinum,Bills,176179,"Saturday ",,
Pune," India",Male,2014-04-18,Gold,Grocery,94764,"Friday   ","Good Friday","Gazetted Holiday"
Pune," India",Male,2013-11-04,Platinum,Grocery,256265,"Monday   ","Govardhan Puja","Restricted Holiday"
Hyderabad," India",Male,2015-01-12,Gold,Entertainment,290398,"Monday   ",,
Kolkata," India",Female,2015-02-27,Gold,Fuel,162764,"Friday   ",,
Pune," India",Female,2014-04-01,Gold,Entertainment,293677,"Tuesday  ",,
Lucknow," India",Female,2014-03-18,Silver,Fuel,201260,"Tuesday  ",,
Lucknow," India",Male,2015-05-14,Silver,Entertainment,29969,"Thursday ",,
Lucknow," India",Female,2014-10-16,Signature,Bills,8537,"Thursday ",,
Pune," India",Male,2013-12-18,Signature,Grocery,210234,Wednesday,,
Lucknow," India",Male,2014-10-11,Signature,Food,141058,"Saturday ","Karaka Chaturthi (Karva Chauth)","Restricted Holiday"
Surat," India",Male,2015-02-12,Signature,Bills,47116,"Thursday ",,
Lucknow," India",Female,2015-05-20,Silver,Fuel,225067,Wednesday,,
Jaipur," India",Female,2014-04-07,Signature,Food,156271,"Monday   ",,
Kanpur," India",Male,2015-04-22,Gold,Entertainment,294903,Wednesday,,
Chennai," India",Female,2014-01-12,Platinum,Bills,111917,"Sunday   ",,
Jaipur," India",Female,2015-01-25,Gold,Bills,296088,"Sunday   ",,
Kolkata," India",Male,2013-10-06,Signature,Entertainment,105294,"Sunday   ",,
Lucknow," India",Female,2015-04-24,Gold,Grocery,150778,"Friday   ",,
Surat," India",Male,2014-04-16,Platinum,Grocery,229116,Wednesday,,
Hyderabad," India",Male,2014-10-15,Silver,Fuel,115058,Wednesday,,
Hyderabad," India",Male,2014-08-03,Platinum,Bills,48266,"Sunday   ","Friendship Day",Observance
Chennai," India",Male,2014-08-21,Gold,Entertainment,173423,"Thursday ",,
Surat," India",Female,2013-10-05,Signature,Grocery,121025,"Saturday ","First Day of Sharad Navratri","Observance, Hinduism"
Surat," India",Female,2013-10-23,Gold,Grocery,114985,Wednesday,,
Kanpur," India",Female,2014-01-09,Gold,Food,133764,"Thursday ",,
Hyderabad," India",Female,2014-06-13,Platinum,Entertainment,68176,"Friday   ",,
Hyderabad," India",Female,2014-08-09,Signature,Entertainment,211884,"Saturday ",,
Chennai," India",Male,2014-04-04,Platinum,Grocery,63024,"Friday   ",,
Kolkata," India",Male,2014-07-15,Silver,Bills,156416,"Tuesday  ",,
Kolkata," India",Male,2014-02-21,Silver,Food,229268,"Friday   ",,
Kanpur," India",Female,2013-12-05,Gold,Bills,218588,"Thursday ","Last day of Hanukkah",Observance
Lucknow," India",Female,2014-07-23,Silver,Grocery,50221,Wednesday,,
Pune," India",Male,2015-02-01,Platinum,Food,238114,"Sunday   ",,
Lucknow," India",Male,2014-02-06,Silver,Food,227796,"Thursday ",,
Kanpur," India",Male,2014-04-13,Platinum,Food,219375,"Sunday   ","Mahavir Jayanti","Gazetted Holiday"
Kanpur," India",Female,2015-02-11,Gold,Fuel,267100,Wednesday,,
Pune," India",Female,2014-01-29,Silver,Bills,272516,Wednesday,,
Pune," India",Male,2014-11-08,Platinum,Food,276849,"Saturday ",,
Pune," India",Female,2014-03-10,Platinum,Food,222106,"Monday   ",,
Jaipur," India",Female,2014-08-15,Signature,Grocery,54248,"Friday   ","Independence Day","Gazetted Holiday"
Hyderabad," India",Female,2014-04-23,Silver,Food,164406,Wednesday,,
Hyderabad," India",Male,2013-11-17,Silver,Grocery,10563,"Sunday   ","Guru Nanak Jayanti","Gazetted Holiday"
Hyderabad," India",Male,2014-06-05,Gold,Bills,107990,"Thursday ",,
Hyderabad," India",Female,2014-10-27,Signature,Food,72141,"Monday   ",,
Lucknow," India",Female,2014-10-30,Platinum,Fuel,20208,"Thursday ",,
Jaipur," India",Female,2015-01-07,Gold,Grocery,299035,Wednesday,,
Surat," India",Male,2014-07-16,Gold,Entertainment,34446,Wednesday,,
Pune," India",Male,2014-02-13,Signature,Entertainment,244392,"Thursday ",,
Pune," India",Female,2015-02-16,Signature,Bills,99900,"Monday   ",,
Chennai," India",Male,2015-04-09,Signature,Fuel,83079,"Thursday ",,
Surat," India",Female,2014-04-14,Gold,Bills,235430,"Monday   ","Ambedkar Jayanti",Observance
